"metric","bob","streamMetabolizer"
"one_step_DO_RMSE",0.028114564448406,0.0285157489805924
"within_day_residual_correlation",0.989840479591359,0.989840479591359
"within_day_residual_lag1_ACF",0.486492468843403,0.503806382564667
